Título,URL,Copete,Sección
Montaño: “Es importante defender la no privatización del Correo Argentino”,https://www.nuevodiariodesalta.com.ar/noticias/salta-1/montanio-es-importante-defender-la-no-privatizacion-del-correo-argentino-87827,"Norberto Montaño, referente del sindicato del correo, pidió a los senadores nacionales por Salta ir en contra de la Ley Bases y dijo no a la posible privatización del Correo Argentino ante el perjuicio que implica para los argentinos.",Salta
La Auditoría cambió normas sobre el control de las cuentas municipales,https://www.nuevodiariodesalta.com.ar/noticias/politica-4/la-auditoria-cambio-normas-sobre-el-control-de-las-cuentas-municipales-87821,La Auditoría General de la Provincia (AGP) emitió una resolución donde modificó el Reglamento que deben cumplir las Municipalidades para la presentación de las Cuentas Generales del Ejercicio.,Política
